,term_name,rank,p_value,z_score,combined_score,adj_p_value,genes,n_genes,db,significant,sample_id,direction
30,glycosphingolipid metabolism r-hsa-1660662,31,9.991936029330373e-08,7.623598103827032,122.88403356915488,3.7195787670475004e-06,"ARSA,ARSB,ARSD,ASAH1,CTSA,EGFL7,ESYT1,GALC,GBA2,GLB1,GM2A,HEXA,HEXB,SMPD1",14,Reactome_2022,True,D_only,up
31,xbp1(s) activates chaperone genes r-hsa-381038,32,1.3620088892688537e-07,7.384968637992832,116.74996555305962,4.911744556925804e-06,"ACADVL,ATP6V0D1,DNAJB11,DNAJB9,DNAJC3,EDEM1,GOSR2,HYOU1,LMNA,PDIA5,PDIA6,SRPRA,SSR1,SYVN1",14,Reactome_2022,True,D_only,up
32,"antigen presentation: folding, assembly, peptide loading of class i mhc r-hsa-983170",33,1.5723986717567558e-07,10.901697944593387,170.78047699396032,5.451410832099534e-06,"B2M,CANX,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HSPA5,PDIA3,TAPBP",11,Reactome_2022,True,D_only,up
33,diseases associated with glycosaminoglycan metabolism r-hsa-3560782,34,1.606134907204369e-07,8.12225206406048,127.0666639872101,5.451410832099534e-06,"AGRN,B3GALT6,CHST14,CHST3,CSPG4,EXT1,FMOD,GPC3,HEXA,HEXB,LUM,OGN,SLC26A2",13,Reactome_2022,True,D_only,up
34,metabolism of fat-soluble vitamins r-hsa-6806667,35,1.839467959291868e-07,7.160801564027371,111.0541451510794,6.0649886429223296e-06,"AGRN,AKR1C1,APOA1,APOC2,APOC3,APOE,APOM,GPC3,LPL,RBP1,RBP4,TTR,VKORC1,VKORC1L1",14,Reactome_2022,True,D_only,up
35,metabolism of lipids r-hsa-556833,36,2.0374943186730883e-07,2.0020479474244457,30.844301192162902,6.5313012326354e-06,"ABCD1,ABHD3,ACADVL,ACSL3,ACSM3,AGPAT2,AKR1C1,ALB,ALDH3B1,APOA1,ARSA,ARSB,ARSD,ASAH1,CD36,CERS2,CHPT1,CPT1A,CROT,CTSA,CYP51A1,DGAT1,DHCR24,ECI2,EGFL7,ESYT1,FABP1,FABP7,FADS2,FAR1,FAR2,FDFT1,GALC,GBA2,GC,GGT1,GLB1,GLIPR1,GM2A,GPAT3,GPD2,HADHA,HEXA,HEXB,HMGCR,HSD17B4,LPCAT2,LPCAT3,MBOAT7,MBTPS2,MGLL,MLYCD,NCOA1,ORMDL2,PECR,PLD4,PLD6,PNPLA6,PON2,PPARD,PTDSS2,PTGDS,PTGS1,SACM1L,SGPP1,SH2D3C,SLC25A20,SLC44A1,SMPD1,SYNJ2,TECR,THEM4,TM7SF2,TNFAIP8,TNFAIP8L3,TSPO",76,Reactome_2022,True,D_only,up
36,binding and uptake of ligands by scavenger receptors r-hsa-2173782,37,2.230659652924182e-07,7.831755979025451,119.94959491539039,6.9572465931743406e-06,"ALB,APOA1,APOE,CD36,COL1A1,COL1A2,FTL,HBA1,HSP90B1,HYOU1,IGLL5,SCARB1,SPARC",13,Reactome_2022,True,D_only,up
37,interferon gamma signaling r-hsa-877300,38,4.338416508986169e-07,4.593030731644593,67.29059278688419,1.3175085924657999e-05,"B2M,FCGR1A,GBP5,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-E,HLA-F,HLA-G,ICAM1,IFI30,JAK2,MT2A,OAS2,PML,TRIM14",19,Reactome_2022,True,D_only,up
38,regulation of complement cascade r-hsa-977606,39,7.480927825716117e-07,6.851331692032229,96.64309545668662,2.2135873617631792e-05,"AKR1C1,C3,C4A,C5,C8A,CD59,CFB,CFI,CR1,ELANE,IGLL5,PROS1,VTN",13,Reactome_2022,True,D_only,up
39,metabolism of carbohydrates r-hsa-71387,40,7.725364012392995e-07,2.623696816004508,36.92482463538375,2.2287675175753792e-05,"ADPGK,AGRN,ALDOB,ARSB,B3GALT6,CHPF2,CHST11,CHST12,CHST13,CHST14,CHST3,CSPG4,EXT1,FBP1,FMOD,FUT7,GAPDHS,GLB1,GNS,GPC3,GUSB,HEXA,HEXB,HPSE,HYAL3,IDUA,LUM,MAN2B1,MAP4K2,NDST2,NUP210,OGN,SLC25A10,SLC25A11,SLC26A2,SLC35B2,ST3GAL2,ST3GAL4",38,Reactome_2022,True,D_only,up
40,adaptive immune system r-hsa-1280218,41,8.675120740120662e-07,1.9364941141306846,27.028880749433757,2.441729105877864e-05,"AP1S3,B2M,BTN2A2,C3,CANX,CD209,CD300A,CD300LF,CD36,CD86,CTSA,CTSD,CTSL,CTSO,CYBA,CYBB,ENAH,FBXL20,FCGR1A,FCGR2B,FGB,FGG,FYB1,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-E,HLA-F,HLA-G,HRAS,HSPA5,ICAM1,ICAM3,ICAM4,IFI30,IGLL5,ITGB2,ITGB7,ITPR1,KLHL13,LILRA2,LILRB1,LILRB2,LILRB4,MGRN1,MRC2,NCF2,NCF4,NFATC2,PAG1,PDIA3,PTPRC,PTPRJ,RAB7A,RAP1B,RASGRP2,RNASE3,RNF130,S100A8,S100A9,SEC61A1,SEC61A2,STX4,TAPBP,THEM4,TLR2,TRIM71,TYROBP,ULBP1,WWP1,YES1",74,Reactome_2022,True,D_only,up
41,plasma lipoprotein remodeling r-hsa-8963899,42,1.0910112955540316e-06,8.421805183199286,115.6179565781966,2.9844948463054936e-05,"ALB,ANGPTL3,APOA1,APOC2,APOC3,APOE,FURIN,LCAT,LPL,MBTPS2,P4HB",11,Reactome_2022,True,D_only,up
42,keratan sulfate degradation r-hsa-2022857,43,1.1120734695939013e-06,23.518254674977737,322.41843945065733,2.9844948463054936e-05,"FMOD,GLB1,GNS,HEXA,HEXB,LUM,OGN",7,Reactome_2022,True,D_only,up
43,complement cascade r-hsa-166658,44,1.5332347966930678e-06,5.761124224145467,77.13068471531373,4.021256716781364e-05,"AKR1C1,C3,C4A,C5,C8A,CD59,CFB,CFI,COLEC10,CR1,ELANE,IGLL5,PROS1,VTN",14,Reactome_2022,True,D_only,up
44,er-phagosome pathway r-hsa-1236974,45,1.996943431160468e-06,4.285920559327186,56.24796210211215,5.009723303389521e-05,"B2M,CD36,FGB,FGG,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,PDIA3,S100A8,S100A9,SEC61A1,SEC61A2,STX4,TAPBP,TLR2",18,Reactome_2022,True,D_only,up
45,sphingolipid metabolism r-hsa-428157,46,1.996943431160468e-06,4.285920559327186,56.24796210211215,5.009723303389521e-05,"ALDH3B1,ARSA,ARSB,ARSD,ASAH1,CERS2,CTSA,EGFL7,ESYT1,GALC,GBA2,GLB1,GM2A,HEXA,HEXB,ORMDL2,SGPP1,SMPD1",18,Reactome_2022,True,D_only,up
46,ros and rns production in phagocytes r-hsa-1222556,47,2.8957464858952347e-06,7.410008936550492,94.49441707493357,7.109981797283193e-05,"ATP6V0A1,ATP6V0A2,ATP6V0C,ATP6V0D1,CYBA,CYBB,HVCN1,MPO,NCF2,NCF4,TCIRG1",11,Reactome_2022,True,D_only,up
47,retinoid metabolism and transport r-hsa-975634,48,2.991697005293011e-06,6.522823013445669,82.96815470743293,7.192538216891948e-05,"AGRN,AKR1C1,APOA1,APOC2,APOC3,APOE,APOM,GPC3,LPL,RBP1,RBP4,TTR",12,Reactome_2022,True,D_only,up
48,formation of fibrin clot (clotting cascade) r-hsa-140877,49,3.911361213789898e-06,7.124630508008524,88.71322811897899,9.211654776966412e-05,"F5,F9,FGB,FGG,KLKB1,PRCP,PROS1,PRTN3,SERPINC1,SERPIND1,THBD",11,Reactome_2022,True,D_only,up
49,biosynthesis of n-glycan precursor (dolichol llo) and transfer to protein r-hsa-446193,50,5.064650721179016e-06,4.428642905494893,53.99944108280586,0.00011689213864481167,"ALG14,ALG2,CTSA,DPAGT1,DPM3,EGFL7,GLB1,NPL,RENBP,RFT1,SLC17A5,SLC35A1,SLPI,ST3GAL2,ST3GAL4,ST8SIA4",16,Reactome_2022,True,D_only,up
50,hdl remodeling r-hsa-8964058,51,5.538256315657226e-06,25.177046263345197,304.73870930471276,0.00012531662329938115,"ALB,APOA1,APOC2,APOC3,APOE,LCAT",6,Reactome_2022,True,D_only,up
51,diseases associated with n-glycosylation of proteins r-hsa-3781860,52,6.929486478702569e-06,11.204991087344029,133.11221104984355,0.00015378129608505317,"ALG14,ALG2,CTSA,DPAGT1,EGFL7,GLB1,MOGS,RFT1",8,Reactome_2022,True,D_only,up
52,"plasma lipoprotein assembly, remodeling, and clearance r-hsa-174824",53,8.024043488477308e-06,4.519698910954516,53.0299350573151,0.00017471219218307196,"ALB,ANGPTL3,APOA1,APOBR,APOC2,APOC3,APOE,FURIN,LCAT,LPL,MBTPS2,NCEH1,P4HB,SCARB1,VLDLR",15,Reactome_2022,True,D_only,up
53,mucopolysaccharidoses r-hsa-2206281,54,1.1599562896781251e-05,20.140569395017792,228.8883697915843,0.00024788695523862155,"ARSB,GLB1,GNS,GUSB,HGSNAT,IDUA",6,Reactome_2022,True,D_only,up
54,common pathway of fibrin clot formation r-hsa-140875,55,1.589256328256173e-05,9.603259485612426,106.11274525724286,0.0003291065995064847,"F5,FGB,FGG,PROS1,PRTN3,SERPINC1,SERPIND1,THBD",8,Reactome_2022,True,D_only,up
55,n-glycan trimming in er and calnexin/calreticulin cycle r-hsa-532668,56,1.5970510894595443e-05,6.730357142857143,74.3352238135337,0.0003291065995064847,"CANX,DERL2,EDEM1,MLEC,MOGS,OS9,PDIA3,SEL1L,SYVN1,UGGT2",10,Reactome_2022,True,D_only,up
56,cell surface interactions at vascular wall r-hsa-202733,57,2.001929644345572e-05,3.143204832544667,34.00574821894,0.0004053029490482088,"ATP1B1,CD84,FCER1G,FN1,GAS6,HRAS,IGLL1,IGLL5,ITGAM,ITGAX,ITGB2,PECAM1,PROS1,S100A9,SIRPA,SLC16A3,SLC3A2,SLC7A11,SLC7A5,THBD,YES1",21,Reactome_2022,True,D_only,up
57,cross-presentation of particulate exogenous antigens (phagosomes) r-hsa-1236973,58,2.7688328794772794e-05,27.95111111111111,293.3329237241282,0.0005509022660201346,"CD36,CYBA,CYBB,NCF2,NCF4",5,Reactome_2022,True,D_only,up
58,interleukin-4 and interleukin-13 signaling r-hsa-6785807,59,2.9172541566871255e-05,3.4158313798399482,35.669076747570664,0.0005705951350537191,"ANXA1,CD36,CEBPD,COL1A2,FCER2,FN1,HSP90B1,ICAM1,ITGAM,ITGAX,ITGB2,JAK2,LONP1,MMP2,TIMP1,TNFRSF1B,TWIST1,VEGFA",18,Reactome_2022,True,D_only,up
59,pre-notch processing in golgi r-hsa-1912420,60,3.30876698290287e-05,10.686715777543917,110.24789879094041,0.0006363861830449854,"ATP2A2,ATP2A3,FURIN,MFNG,SEL1L,ST3GAL4,TMED2",7,Reactome_2022,True,D_only,up
60,cytokine signaling in immune system r-hsa-1280215,61,3.377869641237624e-05,1.7783905518513263,18.309740459866063,0.0006390264862275768,"ANXA1,ANXA2,B2M,BCL2L11,CANX,CCL5,CD36,CD70,CD86,CEBPD,COL1A2,CSF2RA,CTSG,FCER2,FCGR1A,FN1,GBP5,HCK,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-E,HLA-F,HLA-G,HRAS,HSP90B1,ICAM1,IFI30,IFIT1,IFITM3,IL17RA,IL1RAP,IL3RA,IRS2,ISG15,ITGAM,ITGAX,ITGB2,JAK2,LONP1,MMP2,MT2A,NLRX1,NUP210,OAS2,P4HB,PML,PRTN3,PTPRJ,RAP1B,RELB,S100A9,STX3,STX4,TIMP1,TNFRSF12A,TNFRSF1B,TNFSF14,TNFSF9,TRIM14,TWIST1,VEGFA,YES1",66,Reactome_2022,True,D_only,up
61,fcgr activation r-hsa-2029481,62,3.9054994601428746e-05,14.384595831215048,146.01141230656125,0.0007269268350007866,"FCGR1A,FCGR2A,FGR,HCK,IGLL5,YES1",6,Reactome_2022,True,D_only,up
62,chylomicron assembly r-hsa-8963888,63,5.939024524698137e-05,20.962222222222223,203.9913619642557,0.0010708803596096328,"APOA1,APOC2,APOC3,APOE,P4HB",5,Reactome_2022,True,D_only,up
63,chylomicron remodeling r-hsa-8963901,64,5.939024524698137e-05,20.962222222222223,203.9913619642557,0.0010708803596096328,"APOA1,APOC2,APOC3,APOE,LPL",5,Reactome_2022,True,D_only,up
64,calnexin/calreticulin cycle r-hsa-901042,65,6.340827335123547e-05,7.467617349970292,72.18136359715608,0.0010834711533175105,"CANX,DERL2,EDEM1,OS9,PDIA3,SEL1L,SYVN1,UGGT2",8,Reactome_2022,True,D_only,up
65,activation of matrix metalloproteinases r-hsa-1592389,66,6.384405409496597e-05,6.304415700267618,60.894774293115645,0.0010834711533175105,"CTSG,ELANE,FURIN,KLKB1,MMP14,MMP2,PLG,TIMP1,TIMP2",9,Reactome_2022,True,D_only,up
66,keratan sulfate/keratin metabolism r-hsa-1638074,67,6.384405409496597e-05,6.304415700267618,60.894774293115645,0.0010834711533175105,"FMOD,GLB1,GNS,HEXA,HEXB,LUM,OGN,ST3GAL2,ST3GAL4",9,Reactome_2022,True,D_only,up
67,sialic acid metabolism r-hsa-4085001,68,6.384405409496597e-05,6.304415700267618,60.894774293115645,0.0010834711533175105,"CTSA,EGFL7,GLB1,NPL,SLC17A5,SLC35A1,ST3GAL2,ST3GAL4,ST8SIA4",9,Reactome_2022,True,D_only,up
68,cs/ds degradation r-hsa-2024101,69,6.507723842370497e-05,12.58585409252669,121.32682430836674,0.001088393233926892,"ARSB,CSPG4,HEXA,HEXB,HYAL3,IDUA",6,Reactome_2022,True,D_only,up
69,late sars-cov-2 infection events r-hsa-9772573,70,7.93302253411958e-05,4.392315470171891,41.471765444725534,0.001307815429196285,"CANX,DAD1,DDOST,GALNT1,MOGS,RPN1,RPN2,ST3GAL2,ST3GAL4,STT3A,ZDHHC2,ZDHHC3",12,Reactome_2022,True,D_only,up
70,amyloid fiber formation r-hsa-977225,71,0.00012335955531903462,3.6293079680176454,32.66524975834539,0.002005027138565718,"ADAM10,APCS,APOA1,APOE,B2M,CST3,FURIN,GSN,LTF,LYZ,SORL1,TGFBI,TSPAN14,TTR",14,Reactome_2022,True,D_only,up
71,activation of c3 and c5 r-hsa-174577,72,0.0001387048785879417,33.51332149200711,297.7042659017034,0.002223130970701177,"C3,C4A,C5,CFB",4,Reactome_2022,True,D_only,up
72,rab geranylgeranylation r-hsa-8873719,73,0.00015598517295728367,4.040071556350626,35.414255630576726,0.0024658478026397994,"RAB20,RAB21,RAB31,RAB32,RAB33A,RAB37,RAB43,RAB44,RAB5B,RAB5C,RAB7A,RAB7B",12,Reactome_2022,True,D_only,up
73,synthesis of substrates in n-glycan biosythesis r-hsa-446219,74,0.00018290856267664247,3.960644007155635,34.08737844565376,0.0028523848828222354,"CTSA,DPM3,EGFL7,GLB1,NPL,RENBP,SLC17A5,SLC35A1,SLPI,ST3GAL2,ST3GAL4,ST8SIA4",12,Reactome_2022,True,D_only,up
74,metallothioneins bind metals r-hsa-5661231,75,0.00019794604648635167,13.973333333333333,119.15782436835644,0.0030457298352699978,"MT1E,MT1F,MT1G,MT1X,MT2A",5,Reactome_2022,True,D_only,up
75,myd88 deficiency (tlr2/4) r-hsa-5602498,76,0.00023160068227194856,9.15189259139437,76.60587910566711,0.00351667351765564,"CD36,FGB,FGG,S100A8,S100A9,TLR2",6,Reactome_2022,True,D_only,up
76,attachment of gpi anchor to upar r-hsa-162791,77,0.0003091231639707337,22.341030195381883,180.55508484002203,0.004632832873015931,"GPAA1,PIGT,PIGU,PLAUR",4,Reactome_2022,True,D_only,up
77,collagen degradation r-hsa-1442490,78,0.0003167735257993999,4.879025064026934,39.311883154557,0.004686623702211634,"ADAM10,ADAM9,COL23A1,CTSD,CTSL,ELANE,FURIN,MMP14,MMP2",9,Reactome_2022,True,D_only,up
78,irak4 deficiency (tlr2/4) r-hsa-5603041,79,0.00033085779326979864,8.388790035587188,67.22626932255561,0.004772623667916845,"CD36,FGB,FGG,S100A8,S100A9,TLR2",6,Reactome_2022,True,D_only,up
79,regulation of tlr by endogenous ligand r-hsa-5686938,80,0.00033085779326979864,8.388790035587188,67.22626932255561,0.004772623667916845,"CD36,FGB,FGG,S100A8,S100A9,TLR2",6,Reactome_2022,True,D_only,up
80,cell recruitment (pro-inflammatory response) r-hsa-9664424,81,0.0003526980457278695,6.528346690412586,51.89969200541765,0.0050248585774069305,"C3,CTSG,ENTPD1,MEFV,P2RX4,P2RX7,PSTPIP1",7,Reactome_2022,True,D_only,up
81,srp-dependent cotranslational protein targeting to membrane r-hsa-1799339,82,0.00036394170606868887,2.931543205058153,23.213474269612618,0.005121813765893499,"DDOST,FAU,RPL3L,RPN1,RPN2,RPS4Y2,SEC11A,SEC11C,SEC61A1,SEC61A2,SPCS1,SPCS2,SRPRA,SSR1,SSR2,SSR4",16,Reactome_2022,True,D_only,up
82,visual phototransduction r-hsa-2187338,83,0.0003844855818170625,3.04505916040845,23.94514021085208,0.0053457392941794,"AGRN,AKR1C1,APOA1,APOC2,APOC3,APOE,APOM,CYP4V2,DHRS3,DHRS9,GPC3,LPL,RBP1,RBP4,TTR",15,Reactome_2022,True,D_only,up
83,iron uptake and transport r-hsa-917937,84,0.000408640767412875,3.854669347631814,30.07672871040613,0.005613945780886401,"ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V0C,ATP6V0D1,CP,CYBRD1,FTL,NEDD8,TCIRG1,TF",11,Reactome_2022,True,D_only,up
84,scavenging by class a receptors r-hsa-3000480,85,0.00046056031769429383,7.7430878729811115,59.4906608073092,0.0062527836072848834,"APOA1,APOE,COL1A1,COL1A2,FTL,HSP90B1",6,Reactome_2022,True,D_only,up
85,"synthesis, secretion, and inactivation of glucose-dependent insulinotropic polypeptide (gip) r-hsa-400511",86,0.0005013774393794323,10.47888888888889,79.62018395154203,0.00672778564004494,"PAX6,SEC11A,SEC11C,SPCS1,SPCS2",5,Reactome_2022,True,D_only,up
86,sars-cov infections r-hsa-9679506,87,0.0005308442231033054,1.8901938954353554,14.254031449502486,0.007041313028289821,"AGRN,ATP1A2,ATP1B1,B2M,BRMS1L,CANX,CTSL,DAD1,DDOST,FAU,FURIN,GALNT1,GPC3,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,IGLL5,IL17RA,ISG15,JAK2,MOGS,NRP1,NUP210,RPN1,RPN2,RPS4Y2,SIGMAR1,ST3GAL2,ST3GAL4,STT3A,TLR2,VEGFA,ZDHHC2,ZDHHC3",37,Reactome_2022,True,D_only,up
87,chondroitin sulfate biosynthesis r-hsa-2022870,88,0.0006266834974109875,7.189628876461617,53.02400857089348,0.008125761303508758,"CHPF2,CHST11,CHST12,CHST13,CHST3,CSPG4",6,Reactome_2022,True,D_only,up
88,phosphorylation of cd3 and tcr zeta chains r-hsa-202427,89,0.0006266834974109875,7.189628876461617,53.02400857089348,0.008125761303508758,"HLA-DRA,HLA-DRB1,HLA-DRB3,PAG1,PTPRC,PTPRJ",6,Reactome_2022,True,D_only,up
89,signaling by braf and raf1 fusions r-hsa-6802952,90,0.0006357007564118663,3.6273458445040214,26.70010422767829,0.008151096365547708,"AGTRAP,BCL2L11,FGB,FGG,FN1,HRAS,JAK2,KDM7A,LMNA,RAP1B,RNASE3",11,Reactome_2022,True,D_only,up
90,heparan sulfate/heparin (hs-gag) metabolism r-hsa-1638091,91,0.0006720170706753682,3.909260797342193,28.558036803467086,0.008522062632520604,"AGRN,B3GALT6,CSPG4,EXT1,GLB1,GPC3,GUSB,HPSE,IDUA,NDST2",10,Reactome_2022,True,D_only,up
91,sars-cov-2 infection r-hsa-9694516,92,0.0007051849432563737,2.0068630973769315,14.563906761356577,0.00884547200562886,"AGRN,B2M,CANX,CTSL,DAD1,DDOST,FAU,FURIN,GALNT1,GPC3,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,IL17RA,ISG15,MOGS,NRP1,NUP210,RPN1,RPN2,RPS4Y2,ST3GAL2,ST3GAL4,STT3A,TLR2,ZDHHC2,ZDHHC3",30,Reactome_2022,True,D_only,up
92,response to metal ions r-hsa-5660526,93,0.0007437678207487274,9.314074074074075,67.0965558151296,0.009229118980043348,"MT1E,MT1F,MT1G,MT1X,MT2A",5,Reactome_2022,True,D_only,up
93,tbc/rabgaps r-hsa-8854214,94,0.0007963731130879656,4.200267618198038,29.970769111338303,0.00977675077131396,"RAB33A,RAB43,RAB5B,RAB5C,RAB7A,RAB7B,SYTL1,TBC1D10A,TBC1D10C",9,Reactome_2022,True,D_only,up
94,er quality control compartment (erqc) r-hsa-901032,95,0.000835720815301344,6.709964412811388,47.55496683485441,0.009942492998533515,"DERL2,EDEM1,OS9,SEL1L,SYVN1,UGGT2",6,Reactome_2022,True,D_only,up
95,hs-gag degradation r-hsa-2024096,96,0.000835720815301344,6.709964412811388,47.55496683485441,0.009942492998533515,"AGRN,GLB1,GPC3,GUSB,HPSE,IDUA",6,Reactome_2022,True,D_only,up
96,intrinsic pathway of fibrin clot formation r-hsa-140837,97,0.000835720815301344,6.709964412811388,47.55496683485441,0.009942492998533515,"F9,KLKB1,PRCP,PROS1,SERPINC1,SERPIND1",6,Reactome_2022,True,D_only,up
97,interferon signaling r-hsa-913531,98,0.0009581909662615449,2.1942492306278996,15.25104910264277,0.01128318750067166,"B2M,FCGR1A,GBP5,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-E,HLA-F,HLA-G,ICAM1,IFI30,IFIT1,IFITM3,ISG15,JAK2,MT2A,NUP210,OAS2,PML,TRIM14",23,Reactome_2022,True,D_only,up
98,fcgr3a-mediated il10 synthesis r-hsa-9664323,99,0.0010849718631293814,4.477718360071301,30.565806554390644,0.012647045758094002,"ADCY9,FCGR1A,FCGR2A,FGR,HCK,IGLL5,ITPR1,YES1",8,Reactome_2022,True,D_only,up
99,degradation of extracellular matrix r-hsa-1474228,100,0.0011986688038998937,2.6871481728842666,18.075219527382863,0.013832637997004772,"ADAM10,ADAM8,ADAM9,COL23A1,CTSD,CTSG,CTSL,ELANE,FURIN,KLKB1,MMP14,MMP2,PLG,TIMP1,TIMP2",15,Reactome_2022,True,D_only,up
100,diseases associated with tlr signaling cascade r-hsa-5602358,101,0.0014336728737256912,4.894701691896706,32.04813609795018,0.016220181336073017,"CD36,FGB,FGG,S100A8,S100A9,TLR2,UNC93B1",7,Reactome_2022,True,D_only,up
101,transferrin endocytosis and recycling r-hsa-917977,102,0.0014336728737256912,4.894701691896706,32.04813609795018,0.016220181336073017,"ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V0C,ATP6V0D1,TCIRG1,TF",7,Reactome_2022,True,D_only,up
102,plasma lipoprotein assembly r-hsa-8963898,103,0.0014761300059537828,7.61979797979798,49.66836901833174,0.01653838861039481,"APOA1,APOC2,APOC3,APOE,P4HB",5,Reactome_2022,True,D_only,up
103,removal of aminoterminal propeptides from gamma-carboxylated proteins r-hsa-159782,104,0.0016170059167172294,11.168738898756661,71.7834845457627,0.01794254642203541,"F9,FURIN,GAS6,PROS1",4,Reactome_2022,True,D_only,up
104,leishmania infection r-hsa-9658195,105,0.0017104594279257661,1.9873188405797102,12.661194965139545,0.018798763617393657,"ADCY9,C3,CTSG,CYBA,ENTPD1,FCGR1A,FCGR2A,FGR,FURIN,GGT1,GNAI1,GNAI2,GNAZ,GNG11,GNG7,GPR84,HCK,IGLL5,ITPR1,MEFV,MYH2,P2RX4,P2RX7,PPAN-P2RY11,PSTPIP1,YES1",26,Reactome_2022,True,D_only,up
105,rho gtpases activate nadph oxidases r-hsa-5668599,106,0.00179221362928493,5.590747330960854,35.35758435949591,0.019511457813158578,"CYBA,CYBB,NCF2,NCF4,S100A8,S100A9",6,Reactome_2022,True,D_only,up
106,signaling by retinoic acid r-hsa-5362517,107,0.0018244011936286453,4.070004861448711,25.667499736338932,0.019676252125677165,"ALDH1A2,CPT1A,DHRS3,DHRS9,LDHD,PDK2,PPARD,RDH14",8,Reactome_2022,True,D_only,up
107,fatty acid metabolism r-hsa-8978868,108,0.0018711617043349759,2.204204204204204,13.845038209045347,0.019993709322245947,"ABCD1,ACADVL,ACSL3,ACSM3,CPT1A,CROT,ECI2,FADS2,GGT1,HADHA,HSD17B4,MLYCD,PECR,PON2,PPARD,PTGDS,PTGS1,SLC25A20,TECR,THEM4",20,Reactome_2022,True,D_only,up
108,diseases of carbohydrate metabolism r-hsa-5663084,109,0.002110488737937934,4.517706692239194,27.83284880251628,0.022115590963284342,"ALDOB,ARSB,GLB1,GNS,GUSB,HGSNAT,IDUA",7,Reactome_2022,True,D_only,up
109,striated muscle contraction r-hsa-390522,110,0.002110488737937934,4.517706692239194,27.83284880251628,0.022115590963284342,"MYH3,MYH8,MYL2,TMOD2,TNNT1,TNNT3,TTR",7,Reactome_2022,True,D_only,up
110,"gamma carboxylation, hypusine formation and arylsulfatase activation r-hsa-163841",111,0.002143881303904265,3.950089126559715,24.27384042215508,0.022115590963284342,"ARSA,ARSB,ARSD,F9,FURIN,GAS6,PROS1,TPST2",8,Reactome_2022,True,D_only,up
111,glycerophospholipid biosynthesis r-hsa-1483206,112,0.0021464005094348755,2.4272890484739675,14.913174156337876,0.022115590963284342,"ABHD3,AGPAT2,CHPT1,DGAT1,GPAT3,GPD2,HADHA,LPCAT2,LPCAT3,MBOAT7,MGLL,PLD4,PLD6,PTDSS2,SH2D3C,SLC44A1",16,Reactome_2022,True,D_only,up
112,beta-oxidation of very long chain fatty acids r-hsa-390247,113,0.0024279011344251708,9.572697284953058,57.634607780885254,0.02436346007936215,"ABCD1,ECI2,HSD17B4,MLYCD",4,Reactome_2022,True,D_only,up
113,free fatty acids regulate insulin secretion r-hsa-400451,114,0.0024279011344251708,9.572697284953058,57.634607780885254,0.02436346007936215,"ACSL3,CD36,GNA15,GNAQ",4,Reactome_2022,True,D_only,up
114,"gamma-carboxylation, transport, and amino-terminal cleavage of proteins r-hsa-159854",115,0.0024279011344251708,9.572697284953058,57.634607780885254,0.02436346007936215,"F9,FURIN,GAS6,PROS1",4,Reactome_2022,True,D_only,up
115,detoxification of reactive oxygen species r-hsa-3299685,116,0.0025300103488133233,4.350153359058079,26.01188071865572,0.02516924088388427,"CYBA,CYBB,GPX3,NCF2,NCF4,P4HB,SOD3",7,Reactome_2022,True,D_only,up
116,cellular responses to stimuli r-hsa-8953897,117,0.00276744189384936,1.5092075429961842,8.888978714614312,0.026988637419663872,"ACADVL,ALB,APOA1,ATP6V0C,ATP6V0D1,BLVRA,CEBPB,CEBPG,COX14,COX18,COX6A1,CYBA,CYBB,DNAJA4,DNAJB11,DNAJB9,DNAJC3,EDEM1,EPX,ERN1,FABP1,FAU,GOSR2,GPX3,HBA1,HERPUD1,HIGD1A,HSP90B1,HSPA13,HSPA5,HYOU1,IGFBP7,KDM6B,LAMTOR1,LAMTOR4,LMNA,MAFG,MBTPS2,MT1E,MT1F,MT1G,MT1X,MT2A,NCF2,NCF4,NCOA1,NUP210,P4HB,PDIA5,PDIA6,RPL3L,RPS4Y2,RRAGD,SLC7A11,SOD3,SRPRA,SSR1,SYVN1,TCIRG1,VEGFA",60,Reactome_2022,True,D_only,up
117,insulin receptor recycling r-hsa-77387,118,0.0027830570649393423,5.0311387900355875,29.604253492205864,0.026988637419663872,"ATP6AP1,ATP6V0A1,ATP6V0A2,ATP6V0C,ATP6V0D1,TCIRG1",6,Reactome_2022,True,D_only,up
118,platelet calcium homeostasis r-hsa-418360,119,0.0027830570649393423,5.0311387900355875,29.604253492205864,0.026988637419663872,"ATP2A2,ATP2A3,ITPR1,P2RX1,P2RX4,P2RX7",6,Reactome_2022,True,D_only,up
